; Sample Rate 16000
; Channels 1
1.250000059371814132e-04 0.000000000000000000e+00
2.500000118743628263e-04 7.949792427321991650e-02
3.750000032596290112e-04 1.448684256705647655e-01
5.000000237487256527e-04 1.847119036231951172e-01
6.249999860301613808e-04 1.925243232845244290e-01
7.500000065192580223e-04 1.678648173865800175e-01
8.750000270083546638e-04 1.162966421212991708e-01
1.000000047497451305e-03 4.813509033005340665e-02
1.124999951571226120e-03 -2.371433489794197089e-02
1.249999972060322762e-03 -8.635906531720470569e-02
1.374999992549419403e-03 -1.294143195406158575e-01
1.500000013038516045e-03 -1.468786820348844668e-01
1.625000033527612686e-03 -1.380270651208629629e-01
1.750000054016709328e-03 -1.071796022651800157e-01
1.874999958090484142e-03 -6.245063738760044808e-02
2.000000094994902611e-03 -1.379659620497502084e-02
2.125000115483999252e-03 2.918138418007689555e-02
2.249999903142452240e-03 5.919266821215417307e-02
2.374999923631548882e-03 7.256042058594841526e-02
2.499999944120645523e-03 6.962893550369450568e-02
2.624999964609742165e-03 5.424426635657732948e-02
2.749999985098838806e-03 3.248830176782570994e-02
2.875000005587935448e-03 1.100685607280662594e-02
3.000000026077032089e-03 -4.652644623359391933e-03
3.125000046566128731e-03 -1.130286868672174608e-02
3.250000067055225372e-03 -8.701459129343825510e-03
3.375000087544322014e-03 6.422159322417963622e-04
3.500000108033418655e-03 1.234799554311879870e-02
3.624999895691871643e-03 2.148048414206665466e-02
3.749999916180968285e-03 2.395047879265369342e-02
3.874999936670064926e-03 1.764553999610962709e-02
4.000000189989805222e-03 3.012067236299479766e-03
4.124999977648258209e-03 -1.704415378140004822e-02
4.250000230967998505e-03 -3.789863945667452938e-02
4.375000018626451492e-03 -5.439071452199167878e-02
4.499999806284904480e-03 -6.214208253662432263e-02
4.625000059604644775e-03 -5.867716796409990637e-02
4.749999847263097763e-03 -4.406578386846608797e-02
4.875000100582838058e-03 -2.093201268990239894e-02
4.999999888241291046e-03 6.166473690808808167e-03
5.125000141561031342e-03 3.182726108356431771e-02
5.249999929219484329e-03 5.108376511054572161e-02
5.375000182539224625e-03 6.055633152888535709e-02
5.499999970197677612e-03 5.918876591713038982e-02
5.625000223517417908e-03 4.839258726864821558e-02
5.750000011175870895e-03 3.157275591035064305e-02
5.874999798834323883e-03 1.316600623491709018e-02
6.000000052154064178e-03 -2.553380944116390161e-03
6.124999839812517166e-03 -1.258675395713106104e-02
6.250000093132257462e-03 -1.595087240307659082e-02
6.374999880790710449e-03 -1.384842782522389439e-02
6.500000134110450745e-03 -9.221353485976619899e-03
6.624999921768903732e-03 -5.801396418848780642e-03
6.750000175088644028e-03 -6.908255295302374865e-03
6.874999962747097015e-03 -1.431972668402012837e-02
7.000000216066837311e-03 -2.753045449148520604e-02
7.125000003725290298e-03 -4.362584452935431428e-02
7.249999791383743286e-03 -5.784583174093750613e-02
7.375000044703483582e-03 -6.473577487273882158e-02
7.499999832361936569e-03 -5.962249404138603159e-02
7.625000085681676865e-03 -4.005289525951935548e-02
7.749999873340129852e-03 -6.818119178219365570e-03
7.875000126659870148e-03 3.573510231497325357e-02
8.000000379979610443e-03 8.024750808706410110e-02
8.124999701976776123e-03 1.176865337588264560e-01
8.249999955296516418e-03 1.392267755733801182e-01
8.375000208616256714e-03 1.382705859863508357e-01
8.500000461935997009e-03 1.121489346265124032e-01
8.624999783933162689e-03 6.308885431801213028e-02
8.750000037252902985e-03 -1.821629600945192219e-03
8.875000290572643280e-03 -7.172697323696590466e-02
8.999999612569808960e-03 -1.339766511646134362e-01
9.124999865889549255e-03 -1.765932674554638038e-01
9.250000119209289551e-03 -1.907271147252633248e-01
9.375000372529029846e-03 -1.725716636188963649e-01
9.499999694526195526e-03 -1.243139597855560385e-01
9.624999947845935822e-03 -5.388985814833278237e-02
9.750000201165676117e-03 2.643509404543157790e-02
9.875000454485416412e-03 1.023870606386706045e-01
9.999999776482582092e-03 1.604393495172748985e-01
1.012500002980232239e-02 1.904363143671422565e-01
1.025000028312206268e-02 1.875440107323221306e-01
1.037499960511922836e-02 1.531264334751989975e-01
1.049999985843896866e-02 9.437308680582766340e-02
1.062500011175870895e-02 2.276746987362847710e-02
1.075000036507844925e-02 -4.827080658148757281e-02
1.087499968707561493e-02 -1.060679985374611833e-01
1.099999994039535522e-02 -1.411404036044501820e-01
1.112500019371509552e-02 -1.489009589217770713e-01
1.125000044703483582e-02 -1.302971622526423734e-01
1.137499976903200150e-02 -9.128585087159525602e-02
1.150000002235174179e-02 -4.130185668061696347e-02
1.162500027567148209e-02 8.911685949557091729e-03
1.174999959766864777e-02 4.961912271941939373e-02
1.187499985098838806e-02 7.404914573345618145e-02
1.200000010430812836e-02 7.958667557029454331e-02
1.212500035762786865e-02 6.797923797359289866e-02
1.224999967962503433e-02 4.456548884254836473e-02
1.237499993294477463e-02 1.675180121400682634e-02
1.250000018626451492e-02 -7.877815304755316286e-03
1.262500043958425522e-02 -2.336708299065894806e-02
1.274999976158142090e-02 -2.669603968490660839e-02
1.287500001490116119e-02 -1.831318600136295702e-02
1.300000026822090149e-02 -1.803692170568098026e-03
1.312499959021806717e-02 1.718824648853686451e-02
1.324999984353780746e-02 3.249393952552043219e-02
1.337500009685754776e-02 3.902529688793352630e-02
1.350000035017728806e-02 3.406096157328541985e-02
1.362499967217445374e-02 1.791291718878102249e-02
1.374999992549419403e-02 -6.169442699302482049e-03
1.387500017881393433e-02 -3.281384652399530616e-02
1.400000043213367462e-02 -5.584317378264985754e-02
1.412499975413084030e-02 -6.976685240782649899e-02
1.425000000745058060e-02 -7.108266667633872382e-02
1.437500026077032089e-02 -5.908121550157013901e-02
1.449999958276748657e-02 -3.597309854598093604e-02
1.462499983608722687e-02 -6.326869759438835325e-03
1.475000008940696716e-02 2.402763408290040786e-02
1.487500034272670746e-02 4.935116713175369263e-02
1.499999966472387314e-02 6.526912630558920347e-02
1.512499991804361343e-02 6.966395710977216216e-02
1.525000017136335373e-02 6.298524493179427641e-02
1.537500042468309402e-02 4.792708296099811027e-02
1.549999974668025970e-02 2.858160142245407681e-02
1.562500000000000000e-02 9.306047098842092080e-03
1.575000025331974030e-02 -6.393232580399543959e-03
1.587500050663948059e-02 -1.666900481702347087e-02
1.600000075995922089e-02 -2.162970849572853904e-02
1.612499915063381195e-02 -2.305954627134661206e-02
1.624999940395355225e-02 -2.365269777542644558e-02
1.637499965727329254e-02 -2.598407165228704477e-02
1.649999991059303284e-02 -3.151310104384130034e-02
1.662500016391277313e-02 -3.991356377226658314e-02
1.675000041723251343e-02 -4.894085254145118941e-02
1.687500067055225372e-02 -5.490791913178440231e-02
1.700000092387199402e-02 -5.367693639371825393e-02
1.712499931454658508e-02 -4.192713660262514103e-02
1.724999956786632538e-02 -1.836855989200466416e-02
1.737499982118606567e-02 1.543804927805196049e-02
1.750000007450580597e-02 5.491736680735263137e-02
1.762500032782554626e-02 9.308474791708268303e-02
1.775000058114528656e-02 1.218470998392338356e-01
1.787500083446502686e-02 1.337460390466065907e-01
1.799999922513961792e-02 1.237614583442804006e-01
1.812499947845935822e-02 9.075006759672947509e-02
1.824999973177909851e-02 3.814944717612527014e-02
1.837499998509883881e-02 -2.627502987981946217e-02
1.850000023841857910e-02 -9.165598283113247924e-02
1.862500049173831940e-02 -1.460166788626887091e-01
1.875000074505805969e-02 -1.786398359861072482e-01
1.887499913573265076e-02 -1.823175532687826284e-01
1.899999938905239105e-02 -1.549904591292627642e-01
1.912499964237213135e-02 -1.003976025918214693e-01
1.924999989569187164e-02 -2.756014295921967519e-02
1.937500014901161194e-02 5.083130290813912128e-02
1.950000040233135223e-02 1.208177647462102822e-01
1.962500065565109253e-02 1.698774846485590906e-01
1.975000090897083282e-02 1.893779808545946186e-01
1.987499929964542389e-02 1.762627359010494332e-01
1.999999955296516418e-02 1.336181485716777528e-01
2.012499980628490448e-02 7.000177685527639304e-02
2.025000005960464478e-02 -2.324960806803070580e-03
2.037500031292438507e-02 -6.988490044663270284e-02
2.050000056624412537e-02 -1.206690843535420388e-01
2.062500081956386566e-02 -1.464553601815914152e-01
2.074999921023845673e-02 -1.442856944813754871e-01
2.087499946355819702e-02 -1.168134767204172808e-01
